row_id,food_category,food_department,food_family,store_sales(in millions),store_cost(in millions),unit_sales(in millions),promotion_name,sales_country,marital_status,gender,total_children,education,member_card,occupation,houseowner,avg_cars_at home(approx),avg. yearly_income,num_children_at_home,avg_cars_at home(approx).1,brand_name,SRP,gross_weight,net_weight,recyclable_package,low_fat,units_per_case,store_type,store_city,store_state,store_sqft,grocery_sqft,frozen_sqft,meat_sqft,coffee_bar,video_store,salad_bar,prepared_food,florist,media_type,cost
13005,Meat,Frozen Foods,Food,9.4,4.23,4,Bye Bye Baby,USA,S,M,2,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,Golden,2.35,12,10,1,1,34,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Daily Paper, Radio, TV",58.16
13006,Starchy Foods,Starchy Foods,Food,8.34,3.0858,3,Money Savers,Mexico,M,F,4,Bachelors Degree,Golden,Professional,Y,3,$70K - $90K,3,3,Medalist,2.78,18.7,16.7,1,1,24,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,TV,65.7
13007,Specialty,Produce,Food,8.16,3.1824,3,Pick Your Savings,Mexico,M,M,3,Bachelors Degree,Silver,Management,Y,1,$50K - $70K,0,1,High Top,2.72,14.5,12.5,1,0,1,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,"Sunday Paper, Radio, TV",141.38
13008,Frozen Desserts,Frozen Foods,Food,12.92,5.2972,4,Free For All,USA,S,M,4,High School Degree,Silver,Skilled Manual,N,3,$30K - $50K,0,3,PigTail,3.23,10,8,1,0,16,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Street Handout,55.18
13009,Cleaning Supplies,Household,Non-Consumable,1.86,0.8928,3,Price Slashers,USA,M,M,1,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1,3,Cormorant,0.62,20.1,18.1,1,0,3,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Sunday Paper, Radio, TV",100.44
13010,Dairy,Dairy,Food,3.81,1.8288,3,Big Time Savings,USA,S,M,3,Bachelors Degree,Bronze,Professional,Y,1,$70K - $90K,0,1,Even Better,1.27,19.7,17.7,0,0,20,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Radio,53.45
13011,Frozen Entrees,Frozen Foods,Food,4.7,2.068,2,One Day Sale,USA,S,M,0,Graduate Degree,Bronze,Professional,Y,4,$50K - $70K,0,4,Carrington,2.35,9.06,6.06,1,0,2,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",85.88
13012,Cleaning Supplies,Household,Non-Consumable,2.79,1.0881,3,You Save Days,USA,M,M,1,Graduate Degree,Silver,Professional,Y,2,$70K - $90K,1,2,Red Wing,0.93,14,12,0,0,3,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Bulk Mail,131.81
13013,Fruit,Produce,Food,5.88,2.2344,3,Super Savers,Canada,S,M,2,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Tri-State,1.96,7.61,4.61,0,1,27,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Street Handout,144.54
13014,Vegetables,Produce,Food,6.69,2.1408,3,One Day Sale,USA,S,F,1,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,0,3,High Top,2.23,18.7,17.7,0,0,20,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",85.88
13015,Candy,Snacks,Food,8.43,4.215,3,Wallet Savers,USA,M,M,2,Partial High School,Bronze,Manual,N,4,$50K - $70K,1,4,Musial,2.81,19.6,17.6,0,0,3,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio, TV",79.95
13016,Dairy,Dairy,Food,5.14,2.2102,2,Bag Stuffers,USA,S,M,1,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Club,2.57,17.8,15.7,1,0,21,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio",126.62
13017,Vegetables,Produce,Food,6.72,3.2928,2,Go For It,USA,S,M,1,High School Degree,Bronze,Management,N,2,$70K - $90K,0,2,Hermanos,3.36,18.7,15.7,1,1,33,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Radio,105.74
13018,Vegetables,Canned Foods,Food,6.6,2.508,5,Best Savings,USA,M,M,5,Graduate Degree,Golden,Professional,Y,3,$90K - $110K,3,3,Better,1.32,17.9,16.8,0,1,33,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",53.82
13019,Vegetables,Produce,Food,7.11,3.3417,3,High Roller Savings,Mexico,M,F,1,Bachelors Degree,Bronze,Professional,Y,1,$50K - $70K,1,1,Hermanos,2.37,14.1,13.1,0,1,22,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,Product Attachment,121.93
13020,Breakfast Foods,Frozen Foods,Food,5.48,2.466,2,I Cant Believe It Sale,USA,M,M,1,Bachelors Degree,Bronze,Professional,Y,4,$70K - $90K,0,4,Carrington,2.74,10.3,8.3,1,0,29,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,69.47
13021,Eggs,Eggs,Food,8.67,3.468,3,Mystery Sale,USA,S,F,2,Partial High School,Bronze,Skilled Manual,Y,1,$30K - $50K,0,1,National,2.89,21.3,19.2,0,1,23,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio",68.84
13022,Vegetables,Produce,Food,9.51,4.0893,3,Sale Winners,Mexico,S,F,1,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,Tri-State,3.17,7.66,5.65,1,0,25,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,99.38
13023,Snack Foods,Snack Foods,Food,5.8,2.204,4,Shelf Clearing Days,USA,S,M,4,Partial College,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Fast,1.45,19.1,16.1,1,1,35,Supermarket,Bremerton,WA,39696,24390,9184,6122,0,0,1,1,0,Sunday Paper,106.1
13024,Candy,Snacks,Food,6.36,2.3532,4,Free For All,USA,M,M,2,High School Degree,Bronze,Skilled Manual,Y,4,$30K - $50K,2,4,Gulf Coast,1.59,21.8,19.7,1,0,10,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Street Handout,55.18
13025,Beer and Wine,Alcoholic Beverages,Drink,13.72,4.9392,4,Dollar Cutters,Mexico,S,M,0,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,1,Portsmouth,3.43,8.41,7.4,0,0,15,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Bulk Mail,119.26
13026,Dairy,Dairy,Food,4.98,1.8924,3,Big Promo,USA,M,M,3,High School Degree,Golden,Manual,Y,2,$30K - $50K,3,2,Booker,1.66,21.6,18.6,1,0,30,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,Radio,98.52
13027,Frozen Desserts,Frozen Foods,Food,12.52,4.2568,4,Price Slashers,Mexico,M,M,5,High School Degree,Silver,Manual,Y,3,$30K - $50K,5,3,Big Time,3.13,10.4,7.39,1,0,13,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,Street Handout,52.97
13028,Canned Oysters,Canned Foods,Food,7.29,3.2076,3,Two for One,USA,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,1,Pleasant,2.43,8.46,7.46,0,0,30,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Product Attachment,59.83
13029,Beer and Wine,Alcoholic Beverages,Drink,5.1,2.04,3,Go For It,Mexico,S,F,3,Bachelors Degree,Bronze,Professional,N,2,$90K - $110K,0,2,Portsmouth,1.7,11.2,9.19,1,0,28,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,Radio,137.17
13030,Hot Beverages,Beverages,Drink,3.72,1.488,2,Two for One,Mexico,S,F,1,Partial High School,Bronze,Manual,N,1,$30K - $50K,0,1,Super,1.86,9.85,7.85,0,1,28,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Cash Register Handout,68.63
13031,Meat,Frozen Foods,Food,7.26,2.2506,3,Two Day Sale,USA,S,F,4,Bachelors Degree,Bronze,Management,N,1,$30K - $50K,0,1,Carrington,2.42,9.4,8.39,0,1,11,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,91.28
13032,Frozen Desserts,Frozen Foods,Food,5.88,2.2932,4,Go For It,Mexico,S,F,1,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,2,Big Time,1.47,17.2,15.2,0,1,5,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,Radio,137.17
13033,Dairy,Dairy,Food,8.64,3.5424,3,Price Smashers,Canada,S,F,2,Bachelors Degree,Silver,Management,Y,4,$50K - $70K,0,4,Even Better,2.88,12.3,9.3,0,0,5,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Street Handout,95.45
13034,Fruit,Produce,Food,5.16,2.1672,3,Super Duper Savers,USA,M,M,4,High School Degree,Bronze,Management,Y,2,$90K - $110K,1,2,Tell Tale,1.72,11.3,9.3,0,1,27,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Sunday Paper, Radio",80
13035,Breakfast Foods,Breakfast Foods,Food,7.41,2.8158,3,Super Wallet Savers,USA,S,M,1,Graduate Degree,Bronze,Management,Y,1,$90K - $110K,0,1,Best,2.47,8.87,6.86,1,0,5,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Cash Register Handout,140.19
13036,Vegetables,Produce,Food,13.08,5.4936,4,Tip Top Savings,USA,M,F,3,High School Degree,Golden,Skilled Manual,N,3,$30K - $50K,3,3,Hermanos,3.27,16.1,14.1,1,0,31,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio, TV",54.9
13037,Vegetables,Produce,Food,2.79,1.0323,3,Weekend Markdown,USA,S,M,3,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,0,3,High Top,0.93,16.1,14.1,0,1,23,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
13038,Snack Foods,Snack Foods,Food,7.64,2.5212,4,Price Savers,USA,S,F,4,Partial High School,Bronze,Management,Y,3,$130K - $150K,0,3,Fast,1.91,7.41,5.4,0,0,24,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio",80.29
13039,Cleaning Supplies,Household,Non-Consumable,6.72,2.2848,4,Mystery Sale,Mexico,M,F,2,Bachelors Degree,Bronze,Management,N,3,$50K - $70K,2,3,Red Wing,1.68,10.4,7.39,1,0,11,Supermarket,Acapulco,Guerrero,23593,17475,3671,2447,0,0,0,0,0,"Sunday Paper, Radio",137.47
13040,Snack Foods,Snack Foods,Food,7.52,2.7072,2,Big Time Savings,USA,S,F,0,Partial High School,Normal,Manual,Y,2,$10K - $30K,0,2,Fast,3.76,9.41,6.4,1,0,24,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Daily Paper,77.32
13041,Pizza,Frozen Foods,Food,8.04,3.1356,3,Big Time Discounts,USA,M,M,5,Partial College,Normal,Professional,Y,4,$30K - $50K,5,4,Golden,2.68,12.8,10.8,1,1,17,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,In-Store Coupon,59.4
13042,Snack Foods,Snack Foods,Food,4.8,2.16,3,Price Cutters,Canada,S,F,0,Partial High School,Normal,Manual,N,0,$10K - $30K,0,0,Nationeel,1.6,10.9,7.89,1,0,11,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Cash Register Handout,122.77
13043,Fruit,Produce,Food,3.48,1.3572,4,Three for One,Mexico,S,M,4,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,3,Hermanos,0.87,17.5,14.5,1,1,21,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,In-Store Coupon,125.48
13044,Vegetables,Produce,Food,10.52,4.6288,4,One Day Sale,USA,M,F,2,Graduate Degree,Bronze,Professional,Y,2,$70K - $90K,0,2,Hermanos,2.63,16.2,14.2,0,1,30,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",85.88
13045,Hygiene,Health and Hygiene,Non-Consumable,2.56,0.9728,2,Go For It,Mexico,S,M,1,High School Degree,Silver,Skilled Manual,N,1,$30K - $50K,0,1,Consolidated,1.28,11.6,9.6,1,0,2,Mid-Size Grocery,Mexico City,DF,36509,22450,8435,5624,0,0,0,0,0,Radio,137.17
13046,Pain Relievers,Health and Hygiene,Non-Consumable,5.49,2.3607,3,Big Time Discounts,USA,S,M,1,Bachelors Degree,Bronze,Professional,Y,4,$130K - $150K,0,4,Consolidated,1.83,13.6,11.6,1,0,15,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,In-Store Coupon,59.4
13047,Specialty,Produce,Food,10.2,4.692,3,Double Down Sale,USA,S,F,2,Partial College,Bronze,Manual,N,3,$50K - $70K,0,3,Tell Tale,3.4,7.87,6.86,0,0,26,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Radio,50.79
13048,Candy,Snacks,Food,1.92,0.576,3,Price Slashers,USA,S,F,2,Bachelors Degree,Golden,Professional,N,3,$90K - $110K,0,3,Choice,0.64,8.65,6.64,0,1,34,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio, TV",54.11
13049,Carbonated Beverages,Beverages,Drink,5.22,2.088,2,Super Savers,USA,M,F,4,High School Degree,Bronze,Professional,Y,1,$110K - $130K,1,1,Washington,2.61,18,17,1,0,11,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,Cash Register Handout,71.51
13050,Bread,Baked Goods,Food,6.6,2.904,4,Double Your Savings,USA,S,F,2,Bachelors Degree,Bronze,Professional,Y,2,$50K - $70K,0,2,Modell,1.65,15.3,14.3,0,1,16,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,94.43
13051,Snack Foods,Snack Foods,Food,3.36,1.176,2,Fantastic Discounts,USA,M,M,3,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,3,1,Fast,1.68,10.5,9.5,1,0,34,Small Grocery,San Francisco,CA,22478,15321,4294,2863,1,0,0,0,0,"Sunday Paper, Radio, TV",134.01
13052,Snack Foods,Snack Foods,Food,9.24,4.158,4,Savings Galore,USA,S,F,1,Partial High School,Normal,Manual,Y,1,$10K - $30K,0,1,Fast,2.31,9.02,7.02,1,0,15,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Sunday Paper, Radio",136.57
13053,Paper Products,Household,Non-Consumable,1.92,0.864,3,Big Time Savings,Mexico,S,M,1,Partial College,Bronze,Management,N,3,$70K - $90K,0,3,Red Wing,0.64,16.4,15.3,0,0,31,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,"Daily Paper, Radio",129.38
13054,Vegetables,Frozen Foods,Food,8.88,3.8184,3,Best Savings,Mexico,S,F,5,Bachelors Degree,Bronze,Professional,N,4,$50K - $70K,0,4,Golden,2.96,14.6,11.6,1,1,36,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Radio,53.29
13055,Beer and Wine,Alcoholic Beverages,Drink,9.48,4.6452,4,Price Destroyers,USA,S,F,3,Bachelors Degree,Bronze,Management,Y,1,$50K - $70K,0,1,Good,2.37,12,9,1,0,31,Supermarket,Spokane,WA,30268,22063,4923,3282,0,0,0,0,0,"Daily Paper, Radio",62.26
13056,Eggs,Eggs,Food,5.13,2.2059,3,Sale Winners,Mexico,S,F,4,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Giant,1.71,9.05,7.05,0,1,20,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,99.38
13057,Vegetables,Produce,Food,2.19,0.7884,3,You Save Days,USA,M,F,2,Partial High School,Normal,Manual,Y,1,$10K - $30K,2,1,Tell Tale,0.73,18.7,16.7,0,1,25,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,TV,108.22
13058,Fruit,Produce,Food,5.73,1.9482,3,Unbeatable Price Savers,Mexico,S,F,2,Partial High School,Normal,Skilled Manual,N,2,$10K - $30K,0,2,Tell Tale,1.91,20.7,19.7,0,1,17,Gourmet Supermarket,Camacho,Zacatecas,23759,16844,4149,2766,1,0,1,1,1,Daily Paper,106.73
13059,Vegetables,Produce,Food,2.23,0.9589,1,Save-It Sale,USA,S,M,3,Partial College,Bronze,Professional,N,2,$130K - $150K,0,2,Hermanos,2.23,8.02,6.02,1,0,1,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,In-Store Coupon,52.42
13060,Vegetables,Frozen Foods,Food,6.32,2.7176,2,Weekend Markdown,USA,S,M,1,High School Degree,Bronze,Skilled Manual,N,2,$30K - $50K,0,2,Big Time,3.16,13.2,11.1,1,0,15,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Street Handout,117.4
13061,Carbonated Beverages,Beverages,Drink,4.94,2.1242,2,Sale Winners,Mexico,M,F,4,Bachelors Degree,Golden,Professional,Y,3,$70K - $90K,3,3,Fabulous,2.47,18.6,16.6,1,0,1,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,99.38
13062,Paper Products,Household,Non-Consumable,3.36,1.4112,3,One Day Sale,USA,M,F,1,High School Degree,Bronze,Manual,N,4,$30K - $50K,1,4,Cormorant,1.12,21.1,20.1,1,0,26,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,"Daily Paper, Radio, TV",85.88
13063,Decongestants,Health and Hygiene,Non-Consumable,5.64,2.7636,3,I Cant Believe It Sale,USA,M,F,4,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,1,0,Bird Call,1.88,20.9,18.8,1,0,25,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,Product Attachment,69.47
13064,Breakfast Foods,Frozen Foods,Food,3.26,1.4018,2,Shelf Clearing Days,USA,M,F,5,Partial College,Golden,Manual,Y,4,$50K - $70K,3,4,Imagine,1.63,8.41,7.4,1,0,1,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Radio,99.77
13065,Kitchen Products,Household,Non-Consumable,15.24,6.5532,4,Price Winners,USA,S,M,2,Bachelors Degree,Bronze,Professional,N,2,$70K - $90K,0,2,Denny,3.81,20.6,18.6,1,0,26,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,In-Store Coupon,94.63
13066,Vegetables,Frozen Foods,Food,2.72,0.9248,1,Sales Galore,USA,S,F,2,Partial High School,Normal,Manual,N,2,$10K - $30K,0,2,Big Time,2.72,14.2,12.1,1,0,4,Small Grocery,Bellingham,WA,28206,22271,3561,2374,1,0,0,0,0,"Daily Paper, Radio",109.03
13067,Drinks,Beverages,Drink,3.22,1.0948,2,Shelf Clearing Days,Mexico,S,F,3,High School Degree,Bronze,Management,Y,3,$90K - $110K,0,3,Token,1.61,13.8,10.8,1,0,18,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,Bulk Mail,69.54
13068,Plastic Products,Household,Non-Consumable,10.36,3.626,4,Unbeatable Price Savers,USA,S,F,0,Bachelors Degree,Bronze,Management,Y,2,$70K - $90K,0,2,Sunset,2.59,19,17,0,0,7,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,124.36
13069,Vegetables,Produce,Food,8.49,3.4809,3,Dollar Days,USA,S,F,5,High School Degree,Bronze,Manual,N,3,$30K - $50K,0,3,Ebony,2.83,20,18,1,1,31,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Daily Paper, Radio",138.81
13070,Meat,Deli,Food,6.12,1.836,4,You Save Days,USA,S,F,0,Partial College,Bronze,Professional,N,3,$50K - $70K,0,3,Cutting Edge,1.53,18.2,17.2,0,1,9,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,TV,108.22
13071,Plastic Products,Household,Non-Consumable,10.36,3.8332,4,Price Savers,USA,M,M,0,High School Degree,Bronze,Manual,Y,2,$50K - $70K,0,2,Sunset,2.59,19,17,0,0,7,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,62.27
13072,Fruit,Produce,Food,10.47,5.0256,3,Double Down Sale,USA,S,F,2,Partial High School,Normal,Skilled Manual,Y,0,$10K - $30K,0,0,Ebony,3.49,13.4,12.3,0,0,17,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,Street Handout,59.19
13073,Jams and Jellies,Baking Goods,Food,6.6,2.376,4,Two Day Sale,Mexico,S,F,5,High School Degree,Bronze,Professional,Y,3,$90K - $110K,0,3,BBB Best,1.65,9.38,7.38,1,1,33,Deluxe Supermarket,Hidalgo,Zacatecas,30584,21938,5188,3458,1,1,1,1,1,Radio,94.79
13074,Pure Juice Beverages,Beverages,Drink,2.49,1.1703,3,One Day Sale,USA,S,M,3,High School Degree,Bronze,Manual,N,2,$30K - $50K,0,2,Token,0.83,20.6,18.6,0,0,1,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Daily Paper, Radio, TV",131.75
13075,Snack Foods,Snack Foods,Food,5.04,2.268,3,High Roller Savings,USA,M,M,3,Bachelors Degree,Normal,Professional,N,4,$50K - $70K,0,4,Fast,1.68,19.9,18.8,0,1,31,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,TV,72.61
13076,Miscellaneous,Checkout,Non-Consumable,6.9,2.76,3,Saving Days,USA,M,F,4,Bachelors Degree,Golden,Management,Y,2,$50K - $70K,3,2,Framton,2.3,20.7,19.7,1,0,8,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,"Daily Paper, Radio",118.36
13077,Paper Products,Household,Non-Consumable,7.12,3.56,4,You Save Days,USA,M,F,0,Partial High School,Normal,Skilled Manual,N,0,$10K - $30K,0,0,Red Wing,1.78,13.4,11.3,1,0,25,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,Bulk Mail,131.81
13078,Frozen Desserts,Frozen Foods,Food,4.88,1.708,4,Sale Winners,USA,M,F,3,Bachelors Degree,Bronze,Professional,N,3,$70K - $90K,2,3,PigTail,1.22,12.6,10.6,0,1,23,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Product Attachment,137.7
13079,Paper Products,Household,Non-Consumable,10.52,4.6288,4,Shelf Emptiers,USA,M,M,3,Bachelors Degree,Bronze,Professional,Y,3,$110K - $130K,3,3,Sunset,2.63,13.6,11.6,1,0,12,Supermarket,Los Angeles,CA,23598,14210,5633,3755,0,0,0,0,1,"Daily Paper, Radio, TV",107.89
13080,Vegetables,Produce,Food,3.99,1.3167,3,Price Cutters,USA,S,F,1,Bachelors Degree,Bronze,Management,N,3,$70K - $90K,0,3,High Top,1.33,19.5,16.5,1,1,25,Gourmet Supermarket,Beverly Hills,CA,23688,15337,5011,3340,1,1,1,1,1,Product Attachment,129.2
13081,Hardware,Household,Non-Consumable,7.41,3.5568,3,I Cant Believe It Sale,Canada,M,M,3,Partial College,Silver,Management,N,2,$30K - $50K,3,2,Cormorant,2.47,12.6,11.6,1,0,10,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,"Daily Paper, Radio, TV",102.47
13082,Dairy,Dairy,Food,2.43,0.8748,3,Weekend Markdown,USA,M,M,0,Partial High School,Silver,Manual,Y,1,$10K - $30K,0,1,Even Better,0.81,6.33,4.32,1,1,20,Supermarket,Portland,OR,20319,16232,2452,1635,0,0,0,0,0,Daily Paper,140.57
13083,Frozen Entrees,Frozen Foods,Food,6.6,3.168,3,Price Slashers,USA,S,F,1,Partial High School,Normal,Skilled Manual,Y,1,$10K - $30K,0,1,Big Time,2.2,15.7,14.6,1,1,19,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio, TV",54.11
13084,Dairy,Dairy,Drink,13.96,4.4672,4,Green Light Special,Canada,S,M,2,Graduate Degree,Bronze,Professional,Y,4,$130K - $150K,0,4,Carlson,3.49,11.6,9.6,1,0,27,Deluxe Supermarket,Vancouver,BC,23112,16418,4016,2678,1,1,1,1,1,Product Attachment,97.13
13085,Meat,Deli,Food,4.86,2.1384,3,Green Light Days,Mexico,M,M,5,High School Degree,Golden,Manual,N,4,$30K - $50K,3,4,Moms,1.62,10.2,8.19,1,1,27,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,Sunday Paper,92.57
13086,Snack Foods,Snack Foods,Food,9.56,3.0592,4,Double Down Sale,USA,M,F,5,High School Degree,Bronze,Skilled Manual,Y,3,$30K - $50K,1,3,Nationeel,2.39,15.5,13.5,1,1,9,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,TV,95.74
13087,Fruit,Produce,Food,5.82,2.1534,2,Weekend Markdown,USA,S,M,1,Partial High School,Bronze,Skilled Manual,N,2,$50K - $70K,0,2,High Top,2.91,21.5,19.5,0,1,29,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio",69.63
13088,Vegetables,Canned Foods,Food,5.22,1.9314,3,Super Savers,Mexico,M,M,3,Partial High School,Bronze,Professional,Y,3,$110K - $130K,2,3,Better,1.74,10.9,8.89,1,1,22,Supermarket,Orizaba,Veracruz,34791,26354,5062,3375,0,0,1,1,0,TV,137.55
13089,Jams and Jellies,Baking Goods,Food,2.92,0.876,2,Dollar Cutters,USA,M,F,3,Partial College,Golden,Professional,Y,3,$50K - $70K,3,3,CDR,1.46,17,16,1,1,34,Deluxe Supermarket,Tacoma,WA,33858,22123,7041,4694,1,0,1,1,1,"Sunday Paper, Radio",136.74
13090,Beer and Wine,Alcoholic Beverages,Drink,11.37,4.2069,3,Price Slashers,USA,M,F,5,High School Degree,Bronze,Manual,Y,4,$30K - $50K,3,4,Portsmouth,3.79,16.3,15.2,1,0,5,Deluxe Supermarket,Salem,OR,27694,18670,5415,3610,1,1,1,1,1,"Sunday Paper, Radio, TV",54.11
13091,Vegetables,Produce,Food,5.8,2.552,4,Sale Winners,Mexico,M,M,0,High School Degree,Golden,Skilled Manual,Y,2,$30K - $50K,0,2,Tell Tale,1.45,17.1,15.1,1,1,13,Deluxe Supermarket,Merida,Yucatan,30797,20141,6393,4262,1,1,1,1,1,In-Store Coupon,99.38
13092,Plastic Products,Household,Non-Consumable,9.72,2.916,4,Weekend Markdown,USA,M,M,3,Partial High School,Normal,Skilled Manual,Y,2,$10K - $30K,1,2,Denny,2.43,6.83,4.82,1,0,18,Supermarket,Seattle,WA,21215,13305,4746,3164,1,0,0,0,0,"Daily Paper, Radio",69.63
